100
1;7.15;1.74;0.01;-0.03
2;9.51;4.70;0.02;-0.02
3;5.28;2.05;0.01;-0.03
4;3.06;9.93;-0.01;-0.03
5;2.41;2.10;0.02;-0.02
6;7.05;3.08;0.00;-0.03
7;9.24;2.29;-0.00;-0.03
8;7.78;3.08;0.01;-0.03
9;7.59;2.93;0.00;-0.03
10;4.97;0.98;0.02;-0.02
11;9.77;8.10;0.00;-0.03
12;4.88;9.13;0.00;-0.03
13;4.79;1.55;0.00;-0.03
14;9.25;3.43;-0.00;-0.03
15;7.90;1.40;-0.00;-0.03
16;2.17;9.67;0.01;-0.03
17;0.54;6.17;-0.01;-0.03
18;8.48;5.37;0.00;-0.03
19;8.69;0.73;-0.01;-0.03
20;2.24;7.79;-0.00;-0.03
21;4.67;7.46;0.01;-0.03
22;7.89;6.05;-0.01;-0.03
23;6.01;8.98;0.00;-0.03
24;8.24;9.84;-0.00;-0.03
25;1.16;3.29;0.02;-0.03
26;1.75;7.23;-0.00;-0.03
27;0.54;8.05;0.00;-0.03
28;5.29;2.53;0.01;-0.03
29;8.04;6.70;-0.01;-0.03
30;5.16;2.13;0.01;-0.03
31;5.52;2.80;-0.00;-0.03
32;9.47;2.96;0.01;-0.03
33;6.79;7.16;0.01;-0.03
34;7.09;8.86;-0.00;-0.03
35;1.09;0.29;-0.00;-0.03
36;1.00;7.93;0.01;-0.03
37;9.85;0.04;-0.00;-0.03
38;2.17;1.90;0.02;-0.03
39;6.71;0.53;-0.01;-0.03
40;4.75;9.06;-0.00;-0.03
41;5.69;4.72;-0.00;-0.03
42;2.50;0.96;0.01;-0.03
43;4.07;5.78;-0.00;-0.03
44;7.19;7.89;0.01;-0.03
45;2.57;7.58;0.01;-0.03
46;3.68;6.72;0.01;-0.03
47;4.44;5.05;0.02;-0.02
48;6.63;5.32;0.00;-0.03
49;7.45;9.97;0.01;-0.03
50;3.85;6.33;0.01;-0.03
51;3.83;0.28;0.01;-0.03
52;5.95;6.03;0.02;-0.03
53;5.97;9.62;0.02;-0.03
54;5.89;3.46;-0.00;-0.03
55;1.88;3.03;-0.01;-0.03
56;5.68;8.22;0.00;-0.03
57;1.44;1.13;0.02;-0.02
58;8.71;8.33;0.01;-0.03
59;6.68;2.84;-0.00;-0.03
60;9.53;5.54;-0.00;-0.03
61;3.79;5.89;0.02;-0.02
62;8.85;4.79;0.00;-0.03
63;8.32;8.38;0.01;-0.03
64;6.86;6.31;0.00;-0.03
65;5.17;2.44;0.02;-0.03
66;9.30;3.56;0.01;-0.03
67;9.34;6.93;0.01;-0.03
68;4.73;0.15;0.01;-0.03
69;0.15;7.18;0.00;-0.03
70;5.12;9.08;0.01;-0.03
71;0.64;2.89;0.01;-0.03
72;3.02;2.70;0.02;-0.02
73;6.16;0.62;-0.01;-0.03
74;6.32;9.53;0.00;-0.03
75;6.50;4.75;0.00;-0.03
76;3.93;0.55;0.01;-0.03
77;7.95;7.76;-0.01;-0.03
78;5.32;9.40;0.02;-0.02
79;9.68;9.59;0.00;-0.03
80;1.06;8.23;-0.00;-0.03
81;9.41;0.64;0.01;-0.03
82;4.66;1.87;0.01;-0.03
83;7.82;6.86;0.01;-0.03
84;5.42;4.34;0.02;-0.02
85;0.44;8.34;-0.01;-0.03
86;7.38;0.80;-0.01;-0.03
87;8.19;7.58;0.01;-0.03
88;2.62;7.23;-0.01;-0.03
89;1.92;5.82;0.01;-0.03
90;8.04;7.36;0.01;-0.03
91;4.33;2.05;0.00;-0.03
92;4.94;8.31;-0.00;-0.03
93;6.51;1.07;0.00;-0.03
94;1.52;8.81;0.02;-0.03
95;4.45;8.27;0.01;-0.03
96;8.84;4.35;0.01;-0.03
97;1.78;2.69;0.02;-0.02
98;2.42;2.04;0.01;-0.03
99;9.86;3.50;0.01;-0.03
100;6.21;5.36;0.00;-0.03
101;2.58;3.50;-0.01;-0.03
102;7.39;5.11;0.00;-0.03
103;5.60;6.51;0.02;-0.02
104;1.48;8.36;-0.00;-0.03
105;6.62;9.88;0.02;-0.03
106;4.32;5.96;-0.01;-0.03
107;9.06;1.03;-0.01;-0.03
108;7.81;1.27;-0.00;-0.03
109;3.82;6.88;0.01;-0.03
110;6.14;6.86;0.02;-0.02
111;7.71;1.84;0.02;-0.03
112;3.63;5.50;-0.00;-0.03
113;4.16;6.15;-0.00;-0.03
114;1.15;7.78;0.01;-0.03
115;4.54;1.15;0.01;-0.03
116;8.99;7.53;0.00;-0.03
117;9.22;9.86;0.01;-0.03
118;2.37;1.46;0.01;-0.03
119;2.20;8.52;0.02;-0.03
120;1.37;4.76;0.02;-0.03
121;6.58;3.29;0.01;-0.03
122;7.32;7.21;0.02;-0.02
123;2.90;9.32;0.01;-0.03
124;8.25;0.93;-0.00;-0.03
125;5.56;0.53;0.01;-0.03
126;1.80;8.36;0.00;-0.03
127;0.93;4.16;0.02;-0.03
128;1.21;1.90;0.02;-0.03
129;3.29;2.46;0.01;-0.03
130;4.80;2.87;-0.01;-0.03
131;0.61;0.97;0.01;-0.03
132;6.63;1.11;0.01;-0.03
133;4.11;9.94;0.02;-0.03
134;3.44;3.55;0.02;-0.03
135;4.01;0.63;0.01;-0.03
136;0.83;9.32;-0.00;-0.03
137;3.02;5.71;0.02;-0.03
138;7.17;7.92;0.00;-0.03
139;0.96;1.39;0.01;-0.03
140;2.25;1.18;-0.00;-0.03
141;0.44;6.93;0.00;-0.03
142;1.41;4.91;0.02;-0.03
143;9.25;2.65;0.01;-0.03
144;4.53;4.56;-0.00;-0.03
145;9.03;5.27;0.01;-0.03
